,NetworkRisk
2024-10-03,
2024-10-04,
2024-10-05,
2024-10-06,
2024-10-07,
2024-10-08,
2024-10-09,
2024-10-10,
2024-10-11,
2024-10-12,
2024-10-13,
2024-10-14,
2024-10-15,
2024-10-16,
2024-10-17,
2024-10-18,
2024-10-19,
2024-10-20,
2024-10-21,
2024-10-22,-0.034843369957713095
2024-10-23,-0.006531964863968564
2024-10-24,-0.0139508572232642
2024-10-25,0.0275836926527479
2024-10-26,0.0050439050613789935
2024-10-27,0.0202378302892061
2024-10-28,-0.022188734328328
2024-10-29,-0.07546434232403246
2024-10-30,-0.04577947169437355
2024-10-31,-0.0028638712533260516
2024-11-01,-0.0013536045210530492
2024-11-02,0.01313516184567375
2024-11-03,0.0052448741612219
2024-11-04,0.027980948066671597
2024-11-05,-0.03470716679367375
2024-11-06,-0.03169358845177821
2024-11-07,-0.013714894331693046
2024-11-08,-0.01082375374508085
2024-11-09,-0.006080265570131801
2024-11-10,-0.08478859220085513
2024-11-11,-0.20517889345200185
2024-11-12,-0.11161934201041004
2024-11-13,0.02518890585892035
2024-11-14,-0.021133506695109598
2024-11-15,0.030834742918371454
2024-11-16,-0.005642216440121304
2024-11-17,0.053309164201924386
2024-11-18,0.05891293452639995
2024-11-19,-0.10168127057696516
2024-11-20,-0.01173958787139322
2024-11-21,-0.034202446228901597
2024-11-22,-0.0160270005815955
2024-11-23,-0.011626689559280201
2024-11-24,0.01667433199247465
2024-11-25,6.236841580049834e-05
2024-11-26,-0.0043180109181829435
2024-11-27,0.0032838760473081997
2024-11-28,-0.006180601164004755
2024-11-29,-0.0025023294000081995
2024-11-30,-0.11574067728074075
2024-12-01,0.00577621710967555
2024-12-02,-0.07473602035342486
2024-12-03,-0.03403715914356316
2024-12-04,0.04905961168229385
2024-12-05,-0.05365927498440775
2024-12-06,0.0010046790737265002
2024-12-07,0.02240050799712425
2024-12-08,0.04816016902664225
2024-12-09,-0.0352875834198977
2024-12-10,-0.0663000274904458
2024-12-11,-0.0011485921591573504
2024-12-12,0.012119623020251949
2024-12-13,-0.02782866598864095
2024-12-14,-0.00014343433869064975
2024-12-15,-0.0022009509815872994
2024-12-16,0.015910134060866082
2024-12-17,-0.010562331377599848
2024-12-18,0.0003185506528216985
2024-12-19,0.005400341599276451
2024-12-20,0.04342828370627935
2024-12-21,0.0024353264660061007
2024-12-22,0.001681710441933052
2024-12-23,0.021274852037410648
2024-12-24,0.035868955241982595
2024-12-25,0.00464596110582835
2024-12-26,0.01765590854222575
2024-12-27,0.005981807339726003
2024-12-28,0.016614697092530953
2024-12-29,-0.0014119954194622506
2024-12-30,0.005895593729590951
2024-12-31,0.011999342732244948
2025-01-01,0.0181741472904689
2025-01-02,-0.06600503852674085
2025-01-03,0.00980628696600956
2025-01-04,0.03972423685821275
2025-01-05,-0.0056212490004415
2025-01-06,-0.014136123391778648
2025-01-07,0.004117861762889551
2025-01-08,-0.0027665618555563487
2025-01-09,0.005980636426028249
2025-01-10,0.018454514146076448
2025-01-11,-0.0135434335967487
2025-01-12,0.0015931712256150813
2025-01-13,0.04507060550913855
2025-01-14,0.013047984508320249
2025-01-15,-0.0464075104037552
2025-01-16,-0.04857766408542565
2025-01-17,-0.01616273894477865
2025-01-18,-0.0775139374749515
2025-01-19,0.021823116457602598
2025-01-20,-0.0140743521860102
2025-01-21,0.0073822760387576
2025-01-22,0.006648416276132295
2025-01-23,-0.0030055818932731484
2025-01-24,0.0018544417598456353
2025-01-25,0.004517738961832451
2025-01-26,-0.0057499337312871554
2025-01-27,-0.03796082697481272
2025-01-28,0.00720567347488355
2025-01-29,-0.02294421971185165
2025-01-30,0.0014694729177915497
2025-01-31,-0.009218780499829694
2025-02-01,-0.009276222476091306
2025-02-02,0.000755742965924254
2025-02-03,-0.008561356816726998
2025-02-04,-0.0030544062687375036
2025-02-05,0.02669183158248089
2025-02-06,0.03434068608673691
2025-02-07,0.018444523584058334
2025-02-08,0.004956945606533701
2025-02-09,0.01351216644710475
2025-02-10,0.02614472729366378
2025-02-11,0.04638991989091988
2025-02-12,-0.03118914700148845
2025-02-13,-0.006608340033327255
2025-02-14,-0.007268701379680449
2025-02-15,0.028491149343866453
2025-02-16,0.0026035181136078497
2025-02-17,0.01993420118169005
2025-02-18,0.01693237748789225
2025-02-19,-0.01908746256363618
2025-02-20,0.007588243088942692
2025-02-21,-0.0016473859689394004
2025-02-22,0.026519350278598752
2025-02-23,0.022223227848076954
2025-02-24,-0.005960815065458803
2025-02-25,-0.02714953708722291
2025-02-26,0.0027826498367507025
2025-02-27,-0.016032405509135688
2025-02-28,-0.006355232270494901
2025-03-01,-0.0443275209801202
2025-03-02,-0.002586211182061371
